base_id,base_name,location,budget,classification,domain,commander_id
49,cjee1c,Mutoko,2638905,5,small,20049
50,adonlon1d,Toshloq,8682272,3,big,20050
51,vpepye1e,Johanneshov,2279366,3,big,20051
52,bwoollends1f,Lisboa,8336157,5,small,20052
53,jsidworth1g,Liuche,1916792,3,middle,20053
54,hescalera1h,Bingawan,6536167,1,middle,20054
55,bstable1i,Mogoditshane,5434170,4,middle,20055
56,lhuyhton1j,Liangnong,8982977,3,small,20056
57,emachostie1k,Taganrog,9539709,2,small,20057
58,sdeery1l,Göteborg,505886,5,big,20058
59,lpepperd1m,Cafarnaum,5660862,2,middle,20059
60,pcraighead1n,Kribi,4954245,4,middle,20060
61,edumphry1o,Kinsealy-Drinan,5805717,5,big,20061
62,blacrouts1p,Działdowo,3445787,4,big,20062
63,gverity1q,Sangari,8000933,1,small,20063
64,graspison1r,Hartford,6379012,1,small,20064
65,sheeran1s,Drumcondra,9944001,2,big,20065
66,wdowman1t,Pampa Hermosa,3135616,3,small,20066
67,tringe1u,Tišina,1445726,3,big,20067
68,kdilliway1v,Cipari,7601284,2,middle,20068
69,dfoddy1w,Puncakmanis,9292046,5,small,20069
70,mmartini1x,Jaraguá do Sul,7654309,2,big,20070
71,ralldis1y,Jabinyānah,7421447,3,big,20071
72,cboerder1z,Burirao,1366955,1,big,20072
73,ealbasini20,Songnan,1398081,1,small,20073
74,ekinghorne21,Xinan,9235886,1,small,20074
75,btramel22,Tangxing,9022473,2,small,20075
76,mbarreau23,Sredniy,8673977,4,middle,20076
77,ederwin24,Saint-Brieuc,5115464,2,small,20077
78,wkabsch25,Kolkhozobod,2720910,1,middle,20078
79,gwhiteoak26,Puno,2339207,2,middle,20079
80,cbront27,Budapest,441900,4,middle,20080
81,lcharette28,San Agustin,6101241,4,big,20081
82,ygergher29,Gijon,7885668,3,small,20082
83,fmcconnulty2a,Volochys’k,697280,5,middle,20083
84,ofleckno2b,Hà Tĩnh,7464627,3,big,20084
85,rdomm2c,Khovd,4571667,4,small,20085
86,ghancorn2d,Siekierczyn,4397137,5,big,20086
87,mbertot2e,La Loma,5246179,3,middle,20087
88,dokynsillaghe2f,Joaquín Suárez,5027678,1,small,20088
89,pinge2g,Czarna Białostocka,9449544,5,middle,20089
90,cvern2h,Balung Barat,8264627,2,small,20090
91,tfoxwell2i,Simo,8618814,4,small,20091
92,aordemann2j,Aix-en-Provence,1985492,5,big,20092
93,cabbotts2k,Sula,701616,4,big,20093
94,jdelafeld2l,Toyonaka,4292349,2,middle,20094
95,bgoodman2m,Kansas City,2056448,2,big,20095
96,mwherrett2n,Fontvieille,2273753,5,big,20096
97,rbranigan2o,Haruai,9910062,5,big,20097
98,crogan2p,Kiupo,6496982,2,small,20098
99,jmcginley2q,Ansongo,5849310,4,small,20099
100,yvaillant2r,Phra Phutthabat,2719641,2,middle,20100
101,bshapiro2s,Shashūbay,8796779,1,small,20101
102,bwyre2t,Charyshskoye,2102945,3,middle,20102
103,dpatise2u,Severnyy,8435920,3,middle,20103
104,elongega2v,Tajike’abati,9228328,5,middle,20104
105,dmcqueen2w,Aoshi,6460326,1,middle,20105
106,twildbore2x,Huzhuang,6386143,5,middle,20106
107,mpaoloni2y,Fengqiao,8156036,5,middle,20107
108,vdamsell2z,Bajina Bašta,5490303,5,small,20108
109,tvoas30,Sangba,362884,4,middle,20109
110,bnorwell31,Kongsvinger,6689185,4,small,20110
111,ddayton32,Fartura,6778181,4,middle,20111
112,lchichgar33,Tipitapa,4520281,2,small,20112
113,kdominguez34,San Isidro,6127592,1,middle,20113
114,cwoollons35,Noramarg,9381363,4,big,20114
115,sgonin36,Kushchëvskaya,163998,3,small,20115
116,htimcke37,Panggung,6915929,4,big,20116
117,jivanyukov38,Sucha,8431149,2,middle,20117
118,tkinver39,Keffi,9143381,3,big,20118
119,vgligori3a,Lamam,5630208,3,big,20119
120,wholde3b,San Agustin,2350424,4,small,20120
121,rpavlasek3c,Corga,3335999,5,middle,20121
122,gglaysher3d,Karangsari,5629858,5,middle,20122
123,kdougherty3e,Poręba Spytkowska,3760308,1,middle,20123
124,rlebbern3f,San Jose,4254522,3,middle,20124
125,pferronier3g,Pawitan,8440092,3,middle,20125
126,jbiasi3h,Mamoudzou,2607845,2,middle,20126
127,dbrantl3i,Saskatoon,6616656,2,big,20127
128,ascholtis3j,Jamaica,6821980,3,middle,20128
129,mmeffin3k,Kinna,4734146,5,middle,20129
130,jrayment3l,Ipiales,4411208,1,middle,20130
131,wstory3m,Los Angeles,3137276,4,small,20131
132,noven3n,Dalheim,4625113,2,small,20132
133,mbarwell3o,Purral,8460720,1,middle,20133
134,cchancelier3p,Vostochnoe Degunino,9817156,5,middle,20134
135,gcolleford3q,Postmasburg,4666216,3,big,20135
136,khardwidge3r,Kizema,7549227,1,small,20136
137,fsmythe3s,Hanban,6737684,2,small,20137
138,fdeville3t,Dawei,9720392,1,big,20138
139,bcassie3u,Shaozhai,1796838,4,middle,20139
140,scansdall3v,Yangzhou,8668543,4,middle,20140
141,tjunifer3w,Batan,9774266,1,small,20141
142,spulman3x,Xiaopingba,3340708,3,big,20142
143,lpesak3y,Ravne,2658805,1,middle,20143
144,oprice3z,Magisterial,3549366,4,big,20144
145,rmcbratney40,Kambove,106237,4,big,20145
146,jburnage41,Moreira de Geraz do Lima,2174731,2,big,20146
147,mhunnywell42,Brusyanka,7651557,5,small,20147
148,gphayre43,Sanchang,3042053,3,middle,20148
149,jaccomb44,Voloka,667971,3,big,20149
150,lharsant45,Doāba,7514341,2,small,20150
151,epoge46,L-Iklin,4391021,3,middle,20151
152,twestgate47,Jungkat Selatan,410993,4,big,20152
153,jyarnold48,Wonorejo,6168768,4,big,20153
154,ywaudby49,Bafang,9898184,4,small,20154
155,qmedcalfe4a,Huaikan,5570769,1,big,20155
156,mlamberto4b,Wa,2052522,4,middle,20156
157,lcrusham4c,Miguel Hidalgo,1696211,4,big,20157
158,sclabburn4d,Jihlava,3588749,4,big,20158
159,pgaler4e,Seremban,4094896,3,middle,20159
160,broper4f,Ibagué,9001907,2,middle,20160
161,ccousins4g,Skalánion,2042887,4,small,20161
162,hdepport4h,Cayur,3763251,2,middle,20162
163,ipardew4i,Jiannan,5231076,4,small,20163
164,ajoppich4j,Villach,7891241,3,small,20164
165,tosbaldeston4k,Watubura,9412438,1,big,20165
166,hmacnalley4l,Mingzhong,2388779,2,middle,20166
167,dleggon4m,Leshan,3682979,1,big,20167
168,mvevers4n,Totora,1866818,4,middle,20168
169,shillam4o,Paris 13,4441887,3,big,20169
170,jwilmott4p,Jungutbatu Kaja Dua,9926231,2,big,20170
171,ageorgeson4q,Pierzchnica,260504,4,small,20171
172,fdoumerc4r,Nanlu,4081038,3,middle,20172
173,istenhouse4s,Tegalgede Kulon,9991998,3,big,20173
174,pludlam4t,Requena,4726335,3,big,20174
175,thovell4u,Bojongsari,7275438,4,middle,20175
176,gcapes4v,Magdalena,379729,3,middle,20176
177,tsattin4w,Huixian Chengguanzhen,720823,1,middle,20177
178,fstodart4x,Granada,2839392,3,big,20178
179,mlamcken4y,Zalţan,9646588,2,middle,20179
180,jbogace4z,Los Patios,965681,2,big,20180
181,dstanley50,Dafundo,5379112,3,small,20181
182,olouche51,Samanco,2342912,4,small,20182
183,mclail52,Campraksanta,1190498,3,middle,20183
184,kgamet53,Fengchuan,3084683,3,small,20184
185,isiemandl54,Korenovsk,3770363,3,big,20185
186,amoulton55,Dhamār,5773193,2,small,20186
187,liacovo56,Zwolle,2911902,5,middle,20187
188,ered57,Negreiros,2218613,1,small,20188
189,tvowdon58,Wasior,5264118,5,middle,20189
190,mtrehearne59,Al Qaţn,1555384,3,small,20190
191,gluna5a,Tama,6607807,1,big,20191
192,cmaccarroll5b,Huixing,3267102,1,big,20192
193,hcarse5c,Sidrolândia,6223435,3,middle,20193
194,randries5d,Iogach,214923,5,small,20194
195,hsautter5e,Primošten,2320535,5,big,20195
196,jcarrabott5f,Tonglin,8311612,3,small,20196
197,ccarnachen5g,Jinhe,6665761,1,middle,20197
198,ecourage5h,Shijiazhai,9803501,4,middle,20198
199,vreeman5i,Surup,4430931,1,small,20199
200,ckimble5j,Djambala,6422565,4,big,20200
201,hcorselles5k,Cawayan,7301084,3,small,20201
202,aswadden5l,Union,2755118,3,big,20202
203,kdeverson5m,Majdal Banī Fāḑil,8189063,4,small,20203
204,stort5n,Shitan,8441832,5,big,20204
205,bbahike5o,Tierra y Libertad,8720263,5,big,20205
206,pattwell5p,Shangyi,7955005,2,big,20206
207,akilrow5q,Rongai,7189807,2,big,20207
208,brotge5r,Posse,7678293,4,small,20208
209,jgourley5s,Kainan,3345302,3,big,20209
210,kdullaghan5t,Pryvol’ny,969487,5,small,20210
211,dmosedale5u,Zhouling,8828918,2,big,20211
212,deustanch5v,Manūjān,6959691,3,small,20212
213,ksallows5w,Bratislava,8938387,4,big,20213
214,zmines5x,Kista,5997839,4,small,20214
215,cdevries5y,Fifi,4694417,1,middle,20215
216,narnaud5z,Marcara,7527310,4,middle,20216
217,tkernock60,Al Khafjī,484157,4,middle,20217
218,ssimons61,Achada,9488331,2,small,20218
219,umayer62,Chigorodó,4219013,2,middle,20219
220,jtedder63,Racławice,3804919,1,big,20220
221,bdautry64,Kota Bharu,6195132,3,small,20221
222,kdumbare65,Playas,6859198,1,small,20222
223,mbruneau66,Shanga,3665070,4,middle,20223
224,cinglesant67,Panalanoy,6964012,3,big,20224
225,mablewhite68,Longhua,4790138,5,small,20225
226,atooze69,Succha,3093229,4,small,20226
227,nbonicelli6a,Beit Jann,7457745,1,middle,20227
228,farbor6b,Šentilj v Slov. Goricah,6648607,3,small,20228
229,jgammie6c,Guaymango,4285675,5,small,20229
230,qhanscome6d,Sedatiagung,3041292,5,small,20230
231,abaudet6e,Limboto,8302673,1,big,20231
232,bgunning6f,Strellc i Ulët,5440632,1,middle,20232
233,rgaines6g,Marcovia,5458187,4,middle,20233
234,cpaolillo6h,Waigete,1552901,1,middle,20234
235,jsainter6i,Purral,2487831,2,middle,20235
236,sstode6j,Quşrah,3283582,3,middle,20236
237,bjacop6k,Santo Domingo,2502719,5,middle,20237
238,cdarrigone6l,Pumai,8780203,2,big,20238
239,cperks6m,Albanel,8347731,3,big,20239
240,aeilhart6n,Huanggong,4751004,4,small,20240
241,kgozard6o,Şabāḩ as Sālim,4781073,5,middle,20241
242,csaenz6p,Kfar NaOranim,8432104,5,big,20242
243,awoollaston6q,Zhongchuan,755265,5,big,20243
244,dhordell6r,Bluri,1460041,2,middle,20244
245,edwelley6s,Ngozi,9226869,3,big,20245
246,dsturzaker6t,Grebenskaya,8232248,1,big,20246
247,gtregent6u,Amirdzhan,6710371,3,middle,20247
248,gmanvelle6v,Lianhe,2941413,3,middle,20248
249,cjosifovitz6w,Riangkroko,9284842,4,big,20249
250,akenyam6x,Arneiro,1045686,4,middle,20250
251,apople6y,Welchman Hall,3731782,3,small,20251
252,lclampton6z,Pasarkuok,8200339,5,big,20252
253,pmatic70,Anzihao,3475117,3,middle,20253
254,mschultes71,Butel,6507822,5,middle,20254
255,gcaswill72,Glinka,5008272,3,small,20255
256,lgaitley73,Sepanjang,3969060,4,small,20256
257,aawdry74,Luozhou,6532501,4,big,20257
258,tbartke75,Porto Seguro,2844945,4,middle,20258
259,cjowsey76,Los Dos Caminos,396044,3,big,20259
260,tboraston77,Sepanjang,571904,4,small,20260
261,wspittall78,Komorniki,3066309,2,middle,20261
262,ltowsey79,Saint-Louis,3423764,4,big,20262
263,ddurbann7a,Darungan Lor,9374202,1,big,20263
264,aikringill7b,Banjar Brahmanabukit,8041141,3,middle,20264
265,cdollard7c,Daliu,6269767,3,small,20265
266,gfransinelli7d,Jalatrang,8401341,4,big,20266
267,cdutnall7e,Changshou,1896066,5,small,20267
268,jfarn7f,Houndé,400487,2,small,20268
269,ebandey7g,Zheleznovodsk,8419586,1,small,20269
270,pdikels7h,Lendangara Satu,454308,2,big,20270
271,tdebrett7i,Greenland,3310650,5,small,20271
272,anashe7j,Shanjeev Home,9737804,1,middle,20272
273,ebrislane7k,Ust’-Kut,432293,1,small,20273
274,jcattle7l,Montecristi,2829854,1,big,20274
275,ugreenhouse7m,Lendan,6689066,1,big,20275
276,smoyne7n,Chesapeake,9225521,5,middle,20276
277,mremirez7o,Zhenxing,7745326,4,middle,20277
278,agayther7p,Brok,5405043,2,big,20278
279,rkleynermans7q,Pyskowice,1020835,4,small,20279
280,fpetris7r,Tanjungbalai,4213230,5,middle,20280
281,tleffek7s,Suresnes,1497463,1,small,20281
282,reidler7t,Mont-de-Marsan,7047991,1,middle,20282
283,grevington7u,Jeding,9344787,5,big,20283
284,dmerrall7v,Si Satchanalai,9236117,4,small,20284
285,twane7w,Maiorca,4078529,4,big,20285
286,cskocroft7x,Pilluana,8740822,5,big,20286
287,mkarel7y,Xinxu,8819623,4,small,20287
288,igabbatt7z,Wujiayao,6750660,1,small,20288
289,dtremble80,Basiao,2555714,1,small,20289
290,smccrae81,Cinangka,4288739,1,small,20290
291,rlovel82,Bothaville,2702874,3,big,20291
292,skohlerman83,Kotabunan,9696109,5,small,20292
293,pridett84,Koncang,3026360,3,small,20293
294,wbleasby85,Simpanganduwet,532557,1,small,20294
295,pbarthelmes86,Zhoujiaba,3138846,4,big,20295
296,npernell87,Vynohradivka,8983937,3,middle,20296
297,emayho88,Perístasi,2308746,4,big,20297
298,dbynert89,Gongnong,3000303,4,big,20298
299,dguerre8a,Huashan,8127707,3,small,20299
300,jwiltshear8b,Buni Yadi,2928068,3,small,20300
301,htoulamain8c,Lugovskoy,1260765,5,big,20301
302,sfoucher8d,Canturay,5471327,3,middle,20302
303,btunaclift8e,Cikiruh Wetan,957030,4,small,20303
304,qtweedlie8f,Anzi,7901098,1,small,20304
305,hgarralts8g,Spas,532892,4,small,20305
306,woharney8h,Ereencav,9673872,2,big,20306
307,abohills8i,Hushan,2127979,4,small,20307
308,mlehr8j,Meilin,4859087,5,middle,20308
309,mruddock8k,Muqui,8544510,5,big,20309
310,kmintoft8l,Xinchengzi,8149454,3,big,20310
311,ubonanno8m,Maniwaki,391643,1,big,20311
312,ifarrand8n,Tcholliré,1513269,2,big,20312
313,bbrearley8o,Mairiporã,7289285,3,small,20313
314,abosomworth8p,Al Khārijah,6801468,5,big,20314
315,hmarsy8q,Bankaw,8468322,3,small,20315
316,ndalgliesh8r,Dourbali,5069518,4,small,20316
317,rpawnsford8s,Srpska Crnja,6772721,2,middle,20317
318,fllop8t,Kieta,6441253,1,small,20318
319,deastby8u,Razgrad,9257645,4,big,20319
320,ssamson8v,Mlalo,8604786,5,middle,20320
321,sarnke8w,Skhodnya,8153305,3,middle,20321
322,lcantrill8x,Budapest,3835457,5,middle,20322
323,gpettegre8y,Torslanda,7082968,3,big,20323
324,llovewell8z,Mingjing,827801,2,small,20324
325,gcollcutt90,Songhae,7986583,4,middle,20325
326,bgiacoboni91,Padangpanjang,4490571,1,big,20326
327,sdunlop92,Itaquaquecetuba,4620623,5,big,20327
328,odefont93,Majagual,5499452,3,middle,20328
329,gchilvers94,Sindang,9794329,1,middle,20329
330,asegar95,Châteaurenard,2978444,1,middle,20330
331,ajoist96,João Pessoa,7454131,2,middle,20331
332,mgirth97,Xinglong,1028393,1,middle,20332
333,dcoxon98,Uście Gorlickie,3241693,4,big,20333
334,otyrrell99,Shangshuai,8309105,3,big,20334
335,gcornfield9a,Willowmore,2506487,2,middle,20335
336,rmacadam9b,Syanno,1781154,2,small,20336
337,mastupenas9c,Karis,2636676,2,middle,20337
338,skausche9d,Arras,9570469,2,middle,20338
339,meagar9e,Tagnanan,1277008,4,small,20339
340,lbusswell9f,Čelopek,582888,4,big,20340
341,wheddon9g,Tianxin,4999049,3,small,20341
342,awormstone9h,Guadalupe,7287612,1,small,20342
343,zloudiane9i,Wādī as Sīr,1959749,2,big,20343
344,kchaize9j,Mełgiew,6529346,2,big,20344
345,tbartelet9k,Tanahgrogot,4483529,2,middle,20345
346,awardington9l,San Antonio,3338233,4,small,20346
347,rmanis9m,Roissy Charles-de-Gaulle,7476003,5,small,20347
348,hcarstairs9n,Kedungtuban,3026605,3,middle,20348
349,jarndtsen9o,Molinos,5426761,2,middle,20349
350,lthrelkeld9p,Zhelin,4597412,5,big,20350
351,whaughan9q,Taekas,9686171,4,small,20351
352,swootton9r,Shajia’ao,269056,3,middle,20352
353,lumney9s,Alanga,5823054,1,middle,20353
354,ebaston9t,Pantano do Sul,3538416,3,big,20354
355,obyrkmyr9u,Donghai,985651,2,middle,20355
356,kdilloway9v,Sumberjo,9585184,2,middle,20356
357,trosbotham9w,Jasienica Rosielna,7805403,1,big,20357
358,codom9x,Malita,3098249,3,small,20358
359,glount9y,Laoxialu,6916468,4,small,20359
360,badamo9z,Nanlü,8966614,1,middle,20360
361,chorninga0,Antwerpen,726392,1,middle,20361
362,gfeltoea1,Kiel,6370161,4,small,20362
363,ehritzkoa2,Barobo,3301464,4,middle,20363
364,maimsona3,Pucyura,8935499,3,small,20364
365,atunaclifta4,Guisijan,3091390,5,small,20365
366,bnansona5,Francisco Beltrão,6911422,3,middle,20366
367,csoroa6,Khust,5043265,1,big,20367
368,jgerretsena7,Georgetown,2839417,3,small,20368
369,aphlippia8,Bongued,3084245,5,big,20369
370,aandrusyaka9,Jiyang,5475594,5,middle,20370
371,hchataignieraa,Tuusula,9514515,3,small,20371
372,ekumarab,Tyachiv,9389735,5,small,20372
373,lmatkovicac,Ganquan,3206030,4,middle,20373
374,ablowfieldad,Tanggulangin,4186550,5,small,20374
375,nflahyae,Yuanmen,848970,2,middle,20375
376,ezanettiaf,Si Satchanalai,9438333,4,small,20376
377,ssturdyag,Gexi,8197976,3,middle,20377
378,aglayzerah,Angers,4559037,2,small,20378
379,amcneilleyai,Bocana de Paiwas,702290,4,small,20379
380,pkirkeaj,Kalininaul,1559441,2,middle,20380
381,aoehmak,Manukaka,2397783,4,middle,20381
382,mminnockal,Calgary,7475647,2,big,20382
383,pideam,Uritsk,6643412,1,middle,20383
384,cfaughnyan,Luzern,9311280,3,big,20384
385,dumplebyao,Sindanghayu,2688821,2,small,20385
386,fbrummellap,Jingling,5017281,2,big,20386
387,mduigedaq,Falkenberg,2341999,5,middle,20387
388,fwatsonar,Santa Catalina - Dique Lujan,6105030,4,middle,20388
389,dalmackas,Ryki,4557228,1,big,20389
390,kverricoat,Tanggu,6435008,2,middle,20390
391,fgreenigau,Nay Pyi Taw,7636564,1,middle,20391
392,ewellbeloveav,Senadan,7643719,4,big,20392
393,dkrautaw,Xiaojing,3342899,4,small,20393
394,grobilartax,Sibucao,8312744,5,middle,20394
395,slambisay,Andarapa,2012463,3,small,20395
396,bhilbourneaz,Quangang,1623760,4,big,20396
397,falexanderb0,Xinmatou,439358,2,middle,20397
398,trubartellib1,Guicheng,4808772,2,middle,20398
399,wlumleyb2,Kashihara,4699127,3,middle,20399
400,ncoenb3,Miaoxi,2142100,5,small,20400
401,jwinderb4,Jajce,9498448,4,big,20401
402,fsomersb5,Walenrang,6974755,3,middle,20402
403,aimessonb6,Vanderbijlpark,7228800,5,small,20403
404,lingledewb7,Lyubeshiv,6039323,2,middle,20404
405,dgilstinb8,Perdões,7842619,1,middle,20405
406,dkelshawb9,Bokor,4821821,2,small,20406
407,vbelleba,Yamkino,1509408,3,middle,20407
408,jmilnerbb,Dabao’anzhen,6590871,4,small,20408
409,gmurrabc,Jepara,1309158,1,small,20409
410,acollibearbd,Sitiarjo,7684873,5,middle,20410
411,ehulattbe,Kissimmee,936511,2,middle,20411
412,cchmielbf,Osekovo,4376708,3,small,20412
413,aogbornbg,Bichura,9075524,4,small,20413
414,hmillichapbh,Kamina,1549768,1,middle,20414
415,tminithorpebi,Slavyanovo,8746229,2,small,20415
416,lmaplesdenbj,Pandi,3493727,2,big,20416
417,bthravesbk,Zengtian,3045436,3,small,20417
418,ecobbbl,Krasnokumskoye,4469188,1,middle,20418
419,ogronewaybm,Igcocolo,393898,5,middle,20419
420,tfreenbn,Mayo,447428,3,small,20420
421,jendacottbo,Guajiasi,8006723,1,small,20421
422,mdewarbp,Babao,9320930,3,small,20422
423,cmulhallbq,Aranđelovac,6444291,5,small,20423
424,bkhoterbr,Arroyo Seco,5995112,4,big,20424
425,mnorthagebs,Kizlyar,6082552,3,middle,20425
426,osissonbt,Potou,9589388,5,middle,20426
427,lsmyleybu,Ribeirão,485389,5,middle,20427
428,jtirebv,Viesīte,5476226,5,small,20428
429,alodinbw,Korop,6989809,3,middle,20429
430,jgregolottibx,Nam Khun,1762653,5,big,20430
431,pmcgrortyby,Chigasaki,4254792,3,big,20431
432,wmccliffertybz,Weishanzhuang,4222323,4,big,20432
433,sdominguesc0,Tabaquite,2213142,4,middle,20433
434,bservisc1,Augsburg,6584906,4,big,20434
435,mneggrinic2,Wensu,7872819,1,small,20435
436,chuskinsonc3,Tungor,8038096,3,big,20436
437,bguionc4,Huashixia,4727628,5,big,20437
438,mkienlec5,Svetogorsk,5027622,1,big,20438
439,banteckic6,Nurmo,5041301,4,small,20439
440,wpetrikc7,Baiqi,7583458,1,middle,20440
441,lbattertonc8,Saint-Louis du Sud,8735503,3,middle,20441
442,hbridsonc9,Machachi,7789269,2,big,20442
443,akenrightca,Põlva,726915,5,middle,20443
444,fvanzoncb,Kuangyuan,3154901,4,big,20444
445,aneathcc,Örebro,5919436,2,small,20445
446,mjagercd,Plumbon,2752983,5,big,20446
447,rservantce,Sentul,6347147,4,small,20447
448,mbellascf,Guiglo,8037749,3,small,20448
449,kbaumancg,Mīrwāh Gorchani,9158284,2,big,20449
450,bwhetnellch,Jiangfang,1647334,5,small,20450
451,imenchentonci,Talangnan,4772008,4,small,20451
452,jprivettcj,Borkowice,7740406,3,middle,20452
453,gstrainck,Thị Trấn Cao Lộc,8677810,2,big,20453
454,tclellandcl,Gurlan,2582546,4,small,20454
455,alaynecm,Cikiray,396523,2,small,20455
456,jcamiescn,Pandakan,8464962,4,middle,20456
457,hkohnemannco,Haridimun,6797652,1,small,20457
458,tfeehilycp,Đắk Mil,4816108,3,small,20458
459,dbirchallcq,Kisasa,1157094,5,big,20459
460,adeddencr,Buang,2854860,1,big,20460
461,tearwakercs,Haeju,6684380,4,big,20461
462,obissetct,Nangakeo,7150424,2,big,20462
463,egianneschicu,Matou,5059427,2,small,20463
464,nzarbcv,Shahe,3105645,1,middle,20464
465,rrasellcw,Grojec,526607,2,big,20465
466,npetzoltcx,Bené Beraq,4715231,2,big,20466
467,fdoolercy,Yvetot,1688194,4,big,20467
468,nvintcz,Enjiang,5291923,2,middle,20468
469,cbeched0,Cuijiamatou,566234,3,small,20469
470,asteblesd1,New Orleans,5503869,2,small,20470
471,gmalsterd2,Kyoto,7025516,2,big,20471
472,whaxbyd3,Dërmënas,6798941,2,small,20472
473,smattiazzid4,Ballymahon,7602812,4,small,20473
474,aleftwichd5,Ţāqchah Khānah,8155841,4,small,20474
475,mmoaksond6,Kashihara,6885038,5,big,20475
476,kmackd7,Cibodas,2060081,5,small,20476
477,tborrisd8,MacArthur,1368005,1,middle,20477
478,dmcglued9,Wang Nam Yen,8442921,5,small,20478
479,zdiamondda,Brongkalan,2158596,4,small,20479
480,lluckdb,Campinho,738349,3,small,20480
481,atrameldc,Bilhó,3301241,2,small,20481
482,mjellarddd,Zhuyang,1940287,4,small,20482
483,dcordende,Milicz,9799667,3,big,20483
484,bcamousdf,Karangpaningal,1603949,2,small,20484
485,breadwooddg,Soutocico,1155259,3,middle,20485
486,eharknessdh,Bryan,9970422,1,middle,20486
487,kgibbedi,Raksajaya,8852967,1,middle,20487
488,jliversagedj,Dushang,8955316,5,small,20488
489,hlabronedk,Nadrupe,8535855,2,middle,20489
490,tvestydl,Metchosin,5826962,5,middle,20490
491,bblackebydm,Tha Uthen,4179798,1,big,20491
492,rmunforddn,Khanāşir,4298869,4,middle,20492
493,lkitchingmando,Malamig,7292241,3,small,20493
494,wdufairedp,Żabnica,8810056,1,middle,20494
495,mclipsondq,Žemaičių Naumiestis,6632365,5,small,20495
496,gwackettdr,Ddmashen,4691880,3,small,20496
497,kberndtssends,Norrköping,7923676,4,small,20497
498,jmottodt,Penha Longa,6127231,1,small,20498
499,jcrosherdu,Tuanjie,8123812,4,middle,20499
500,ttoulamaindv,Otllak,8326441,2,big,20500
501,dzottodw,Bilhó,5927180,2,big,20501
502,drembrandtdx,Fasi,1725741,3,middle,20502
503,rodroughtdy,Nanjing,2520800,3,small,20503
504,kmcquaidedz,Alegrete,9039998,1,small,20504
505,zcameranae0,Daqian,4564664,2,big,20505
506,dbauckhame1,Guarapuava,896689,5,big,20506
507,nlabae2,Pasaje,3049427,3,small,20507
508,rmayohe3,Ferdinandovac,2851087,1,big,20508
509,calbutte4,Wucheng,8096806,1,small,20509
510,smacconnelle5,Obiaruku Quarters,4864487,2,middle,20510
511,mmossdalee6,Hengdian,8223035,4,big,20511
512,mkrysztofowicze7,Oyem,1126354,1,small,20512
513,bdumberelle8,Tashanta,8076580,1,big,20513
514,dferrerse9,Putrajaya,6155442,3,middle,20514
515,jscholteea,Luso,5237215,5,small,20515
