unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
71160,Lebanon,Wikizz,4,4,10,knowledge test,Medical,21000,1049,491
71161,Jordan,Leexo,1,3,4,technical test,C4I,18300,1050,335
71162,Jordan,Blogpad,5,1,8,interview,Medical,7900,1051,173
71163,Depth,Quamba,2,4,9,interview,Logistics,11300,1052,210
71164,Syria,Pixope,5,3,10,technical test,Navy,12600,1053,222
71165,Egypt,Camimbo,3,3,5,combat fitness,Medical,17500,1054,270
71166,Gaza,Tanoodle,3,1,1,technical test,C4I,4900,1055,486
71167,Gaza,Blogpad,5,5,4,knowledge test,Education,6200,1056,30
71168,Jordan,Snaptags,3,4,6,interview,Education,5600,1057,197
71169,Egypt,Voonyx,3,2,9,knowledge test,Infantry,17400,1058,316
71170,Depth,Kazio,4,3,6,cognitive test,Artillery,2400,1059,493
71171,Depth,Flipbug,4,4,8,interview,C4I,5300,1060,362
71172,Iran,Quaxo,1,5,5,technical test,Medical,9700,1061,337
71173,Lebanon,Jetpulse,2,1,7,technical test,Logistics,19200,1062,242
71174,Jordan,Zazio,3,4,2,interview,Medical,10700,1063,466
71175,Lebanon,Twiyo,5,1,8,interview,Intelligence,3700,1064,46
71176,Jordan,Edgetag,3,4,8,combat fitness,Armored,20800,1065,378
71177,Syria,Skippad,5,2,6,interview,Technology and Maintenance,26200,1066,285
71178,Jordan,Topicshots,2,2,6,interview,Military Police,17200,1067,294
71179,Gaza,Feedmix,1,1,10,knowledge test,Artillery,18800,1068,444
71180,Gaza,Centimia,5,2,5,technical test,Medical,24600,1069,24
71181,Iran,Yodoo,5,5,7,cognitive test,Armored,9000,1070,236
71182,Jordan,Npath,2,2,3,technical test,Medical,17100,1071,386
71183,West Bank,Teklist,3,4,5,knowledge test,Medical,26000,1072,261
71184,Egypt,Yodel,2,4,5,interview,Education,10800,1073,170
71185,Lebanon,Devbug,2,5,10,interview,Armored,9700,1074,356
71186,Syria,Brightbean,4,4,8,interview,C4I,20900,1075,142
71187,Gaza,Zoomlounge,2,4,4,knowledge test,Armored,2300,1076,183
71188,Iran,Quire,4,4,10,technical test,Intelligence,27700,1077,483
71189,Jordan,Quatz,5,5,9,combat fitness,Education,23900,1078,418
71190,Jordan,Twitternation,4,4,4,interview,Armored,13000,1079,320
71191,Egypt,Lazz,3,4,4,cognitive test,Navy,19700,1080,256
71192,Iran,Dablist,1,3,10,knowledge test,Infantry,2300,1081,387
71193,Lebanon,Meemm,3,3,9,combat fitness,Air,11400,1082,412
71194,Lebanon,Zava,5,1,9,cognitive test,Logistics,27800,1083,478
71195,Jordan,Roombo,2,2,7,interview,C4I,6900,1084,8
71196,Gaza,Brainlounge,1,5,7,combat fitness,Armored,29000,1085,173
71197,West Bank,Thoughtmix,2,2,4,technical test,Education,18100,1086,452
71198,Gaza,Jaxnation,3,4,9,interview,Infantry,13100,1087,356
71199,Jordan,Shuffledrive,5,3,2,technical test,C4I,10200,1088,462
71200,Egypt,Meezzy,4,3,4,cognitive test,Medical,20000,1089,173
71201,Depth,Linktype,1,5,7,knowledge test,Technology and Maintenance,24700,1090,347
71202,Egypt,Kwinu,2,1,5,interview,Artillery,1300,1091,167
71203,Syria,Centimia,5,5,8,cognitive test,Infantry,23600,1092,437
71204,Iran,Twinder,2,5,1,combat fitness,Intelligence,10600,1093,157
71205,Egypt,Photofeed,4,5,9,knowledge test,Artillery,26600,1094,57
71206,Gaza,Jetpulse,1,5,9,technical test,Military Police,23000,1095,481
71207,West Bank,Babblestorm,4,1,3,combat fitness,C4I,21800,1096,103
71208,Lebanon,Tazz,2,5,9,technical test,Artillery,19800,1097,345
71209,Lebanon,Quimba,5,4,2,cognitive test,Logistics,17700,1098,330
71210,Jordan,Oyoyo,5,5,5,interview,Artillery,14500,1099,142
71211,West Bank,Kamba,3,3,4,interview,Intelligence,25900,1100,73
71212,Jordan,Zava,5,2,7,interview,Air,7500,1101,125
71213,Egypt,Eare,4,4,9,knowledge test,Medical,26800,1102,293
71214,Lebanon,Rhynoodle,2,1,2,combat fitness,Air,23400,1103,145
71215,Jordan,Ozu,3,4,8,technical test,Navy,8300,1104,397
71216,Depth,Youtags,3,3,10,interview,Military Police,27600,1105,382
71217,Depth,Skyndu,2,1,10,combat fitness,Navy,11100,1106,427
71218,Iran,Dablist,1,5,6,technical test,Education,9000,1107,450
71219,Iran,Edgeify,1,1,1,knowledge test,Navy,16300,1108,198
71220,Lebanon,Tazzy,5,5,4,knowledge test,Education,8100,1109,466
71221,Egypt,Trudeo,1,2,10,cognitive test,Technology and Maintenance,27200,1110,21
71222,Syria,Realmix,1,2,1,interview,Artillery,6500,1111,69
71223,Lebanon,Youfeed,3,5,2,interview,Armored,23200,1112,160
71224,Jordan,Talane,3,4,9,knowledge test,Navy,18000,1113,388
71225,Lebanon,Oba,2,5,9,cognitive test,Infantry,6700,1114,462
71226,Syria,Avamba,4,2,8,interview,Intelligence,29100,1115,138
71227,West Bank,Feednation,5,2,4,combat fitness,Infantry,27300,1116,265
71228,Egypt,Quimba,2,2,7,knowledge test,Military Police,16500,1117,172
71229,Egypt,Meembee,3,4,9,interview,Logistics,11600,1118,322
71230,Depth,Livepath,2,3,2,knowledge test,Artillery,19900,1119,222
71231,Lebanon,DabZ,5,1,3,combat fitness,Medical,17700,1120,458
71232,Lebanon,Reallinks,3,5,6,interview,C4I,28200,1121,174
71233,Gaza,Linklinks,4,3,10,technical test,Military Police,5100,1122,110
71234,Syria,Bubblebox,1,4,8,combat fitness,Artillery,13600,1123,362
71235,Lebanon,Bluejam,2,5,9,combat fitness,C4I,5000,1124,309
71236,Syria,Eayo,1,5,7,technical test,Artillery,11500,1125,82
71237,Syria,Camimbo,5,3,4,combat fitness,Intelligence,700,1126,491
71238,Depth,Pixope,4,3,3,combat fitness,Medical,7400,1127,299
71239,Egypt,Eamia,4,1,8,interview,Medical,11600,1128,223
71240,Jordan,Gabvine,4,3,7,combat fitness,C4I,14100,1129,352
71241,West Bank,Realfire,2,4,7,knowledge test,Armored,19300,1130,453
71242,Lebanon,Zoomdog,4,1,10,knowledge test,Logistics,29800,1131,159
71243,Egypt,Photojam,3,1,4,cognitive test,Air,20400,1132,268
71244,Iran,Brightbean,1,3,7,cognitive test,Artillery,8200,1133,365
71245,Iran,Browsetype,1,2,6,cognitive test,Medical,11900,1134,318
71246,Depth,Trudeo,4,2,2,technical test,Infantry,19000,1135,459
71247,Gaza,Zazio,3,1,4,combat fitness,Navy,27900,1136,378
71248,West Bank,Tazzy,5,1,4,cognitive test,Intelligence,15900,1137,327
71249,Jordan,Divavu,5,3,8,interview,Military Police,5800,1138,150
71250,Depth,Eabox,1,4,9,knowledge test,Navy,26800,1139,37
71251,Egypt,Jabberstorm,3,3,3,combat fitness,Air,10300,1140,41
71252,Jordan,Riffpedia,3,3,2,cognitive test,Logistics,23000,1141,289
71253,Iran,Yamia,2,4,9,technical test,Technology and Maintenance,21800,1142,254
71254,Jordan,Shufflebeat,2,3,4,cognitive test,Logistics,28000,1143,95
71255,Depth,Thoughtsphere,2,4,8,technical test,Air,15400,1144,143
71256,Egypt,Trilith,2,4,4,interview,Logistics,13800,1145,21
71257,West Bank,Mydeo,3,5,9,combat fitness,Technology and Maintenance,24700,1146,253
71258,Gaza,Blogpad,2,1,1,knowledge test,Infantry,16900,1147,308
71259,Jordan,Zoombox,5,1,9,interview,C4I,13900,1148,159
71260,West Bank,Jabbertype,5,2,7,combat fitness,Logistics,20700,1149,155
71261,Gaza,Browsebug,1,4,9,knowledge test,Technology and Maintenance,27600,1150,385
71262,West Bank,Trilith,3,4,5,cognitive test,Military Police,10300,1151,105
71263,Depth,Trilith,5,3,5,technical test,Air,24900,1152,316
71264,Iran,Youfeed,4,4,4,interview,Medical,26900,1153,136
71265,Jordan,Skyndu,3,3,7,knowledge test,C4I,7100,1154,148
71266,Iran,Youbridge,5,5,6,technical test,Infantry,19200,1155,495
71267,West Bank,Linkbridge,1,5,7,technical test,Medical,26000,1156,315
71268,Depth,Thoughtblab,3,2,4,technical test,Technology and Maintenance,25400,1157,71
71269,West Bank,Pixope,3,3,4,knowledge test,Navy,7500,1158,390
71270,Iran,Blogpad,1,5,1,interview,Medical,6000,1159,55
71271,West Bank,Pixonyx,5,1,10,technical test,Armored,17200,1160,283
71272,West Bank,Snaptags,5,3,10,cognitive test,Technology and Maintenance,4400,1161,189
71273,Depth,Omba,2,4,1,technical test,Medical,300,1162,487
71274,Iran,Muxo,2,2,2,knowledge test,Technology and Maintenance,22300,1163,357
71275,Gaza,Youfeed,2,2,1,cognitive test,Logistics,23500,1164,76
71276,West Bank,Agimba,5,2,8,technical test,Military Police,1400,1165,157
71277,West Bank,Oyope,4,3,5,knowledge test,Armored,28500,1166,131
71278,Depth,Photobug,3,4,8,technical test,Armored,23400,1167,479
71279,Iran,Leexo,4,3,9,combat fitness,Armored,4800,1168,46
71280,Iran,Quire,1,5,6,technical test,Technology and Maintenance,11200,1169,364
71281,Egypt,Babbleset,2,2,7,technical test,Military Police,26700,1170,441
71282,Egypt,Centimia,3,2,5,technical test,Medical,10700,1171,484
71283,Syria,Devshare,1,1,7,knowledge test,C4I,1100,1172,98
71284,West Bank,Meembee,3,2,7,cognitive test,Technology and Maintenance,10400,1173,209
71285,Iran,Kanoodle,4,3,1,technical test,Logistics,13100,1174,174
71286,West Bank,Realmix,2,5,3,combat fitness,Military Police,15900,1175,146
71287,Egypt,Tagpad,2,1,6,technical test,Artillery,13800,1176,267
71288,Jordan,Gabcube,4,2,2,cognitive test,C4I,13000,1177,216
71289,Syria,Einti,5,2,9,interview,C4I,28400,1178,280
71290,Iran,Centidel,1,4,2,knowledge test,Military Police,5000,1179,224
71291,Gaza,Photolist,2,4,9,technical test,Technology and Maintenance,27500,1180,321
71292,Depth,Voonyx,1,4,6,technical test,Artillery,6200,1181,308
71293,Syria,Rhyzio,2,3,7,knowledge test,Education,13900,1182,236
71294,West Bank,Fatz,3,1,8,cognitive test,Air,17200,1183,298
71295,Gaza,Aimbo,1,3,4,cognitive test,Logistics,24600,1184,43
71296,Gaza,Oyondu,3,5,5,combat fitness,Military Police,19700,1185,229
71297,Depth,Yoveo,4,1,5,interview,Education,25900,1186,284
71298,Lebanon,Photofeed,1,2,5,interview,Military Police,8800,1187,198
71299,Syria,Twitterwire,1,1,5,technical test,Technology and Maintenance,25500,1188,332
71300,Gaza,Gevee,3,4,6,cognitive test,Navy,18900,1189,306
71301,West Bank,Brainsphere,4,3,5,interview,Infantry,22700,1190,289
71302,Lebanon,Devbug,5,1,1,interview,Military Police,24100,1191,97
71303,Syria,Buzzdog,2,4,3,interview,Air,15900,1192,23
71304,Syria,Wikivu,5,1,2,interview,Air,3900,1193,142
71305,West Bank,Skalith,1,2,8,technical test,Logistics,27100,1194,369
71306,West Bank,LiveZ,2,4,6,cognitive test,Technology and Maintenance,26400,1195,141
71307,Lebanon,Miboo,3,4,10,technical test,Navy,28200,1196,384
71308,Iran,Youbridge,3,1,9,cognitive test,Armored,4300,1197,308
71309,Gaza,Oyoyo,2,5,3,interview,Intelligence,11200,1198,194
71310,Depth,Jabberstorm,4,3,1,interview,Technology and Maintenance,4200,1199,246
71311,Depth,Eire,2,4,1,interview,Medical,23500,1200,385
71312,Lebanon,Linklinks,2,1,4,technical test,C4I,13700,1201,88
71313,Syria,Topiclounge,5,5,9,interview,Intelligence,5100,1202,152
71314,Egypt,Eidel,5,4,6,combat fitness,Air,16700,1203,184
71315,Depth,Gigabox,1,1,10,technical test,Artillery,30000,1204,64
71316,Iran,Buzzshare,1,3,6,interview,Education,13800,1205,253
71317,Syria,Zoombox,5,2,2,interview,Artillery,6500,1206,470
71318,Depth,Realbridge,3,4,4,combat fitness,Medical,100,1207,355
71319,Gaza,Voomm,4,3,7,combat fitness,C4I,21600,1208,412
71320,Jordan,Dynava,4,2,7,cognitive test,C4I,16100,1209,42
71321,Jordan,Jayo,3,3,4,interview,Technology and Maintenance,200,1210,475
71322,Depth,Lajo,1,5,8,interview,Air,24100,1211,117
71323,Iran,Aivee,1,4,1,combat fitness,Military Police,1300,1212,232
71324,Depth,Meejo,5,4,3,interview,Navy,15500,1213,344
71325,Egypt,Eabox,1,5,5,cognitive test,Navy,25600,1214,412
71326,Depth,Cogilith,2,5,4,combat fitness,Air,9800,1215,130
71327,Syria,Oodoo,1,5,7,combat fitness,Artillery,3700,1216,324
71328,West Bank,Wikivu,4,1,9,knowledge test,Armored,22600,1217,255
71329,West Bank,Chatterbridge,4,3,10,knowledge test,Infantry,21200,1218,94
71330,Syria,Edgeclub,3,1,9,interview,Intelligence,27500,1219,275
71331,Depth,Realcube,1,2,10,technical test,Technology and Maintenance,26100,1220,78
71332,Jordan,Edgeblab,2,1,8,knowledge test,Air,3500,1221,427
71333,Gaza,Voonte,3,3,6,technical test,Infantry,1000,1222,346
71334,Egypt,Innotype,2,3,7,knowledge test,Artillery,4900,1223,18
71335,Egypt,Lazzy,5,4,7,knowledge test,Infantry,27700,1224,272
71336,Lebanon,Wordify,3,1,1,interview,Air,28400,1225,85
71337,Egypt,Quamba,4,4,9,knowledge test,Navy,8600,1226,265
71338,Syria,Podcat,5,4,5,combat fitness,Medical,23500,1227,324
71339,Lebanon,Skaboo,1,4,2,technical test,Education,6100,1228,428
71340,Iran,Jaxnation,1,3,7,technical test,Armored,17300,1229,22
71341,Jordan,Skipstorm,1,1,2,cognitive test,Education,12900,1230,242
71342,West Bank,Geba,1,4,2,cognitive test,Medical,17700,1231,458
71343,Syria,Myworks,4,2,7,combat fitness,Navy,19000,1232,129
71344,Iran,Babblestorm,2,5,9,knowledge test,Medical,3700,1233,54
71345,Depth,Meezzy,5,5,7,interview,Intelligence,21600,1234,459
71346,Gaza,Zoombox,1,4,10,technical test,Logistics,22400,1235,350
71347,Iran,Linkbridge,5,2,8,interview,Education,17000,1236,401
71348,Syria,Twinder,3,4,1,knowledge test,Education,19400,1237,328
71349,Egypt,Devpoint,3,4,3,knowledge test,Artillery,26500,1238,222
71350,West Bank,Jabbersphere,4,5,3,knowledge test,Intelligence,11400,1239,110
71351,Egypt,Skynoodle,2,3,5,interview,Air,18200,1240,124
71352,West Bank,Plambee,4,3,8,cognitive test,Technology and Maintenance,25800,1241,420
71353,Egypt,Meembee,4,3,4,combat fitness,Education,21000,1242,448
71354,West Bank,Quaxo,4,5,4,knowledge test,Infantry,16900,1243,358
71355,Iran,Wikizz,4,1,7,knowledge test,Medical,5100,1244,3
71356,Lebanon,Skivee,3,4,2,technical test,Infantry,27400,1245,48
71357,Gaza,Bubbletube,3,5,1,cognitive test,Navy,13900,1246,195
71358,Jordan,Skilith,3,1,7,knowledge test,Intelligence,26800,1247,57
71359,Jordan,Dynabox,3,3,6,technical test,Infantry,4100,1248,96
71360,Egypt,Twitternation,1,2,3,knowledge test,C4I,24400,1249,109
71361,Jordan,Divavu,1,2,7,technical test,Artillery,10200,1250,75
71362,Syria,Aimbu,1,2,8,technical test,Military Police,17900,1251,484
71363,Iran,Thoughtstorm,4,3,10,interview,Logistics,8400,1252,171
71364,Syria,Voolia,4,5,10,cognitive test,Infantry,2500,1253,165
71365,Jordan,Meeveo,5,2,7,interview,Intelligence,12200,1254,442
71366,West Bank,Kamba,1,4,8,technical test,Medical,29900,1255,19
71367,Jordan,Jaxbean,5,1,4,technical test,Armored,7900,1256,386
71368,Gaza,Bubbletube,3,5,7,interview,Infantry,22500,1257,445
71369,Iran,Wordify,4,5,7,combat fitness,Military Police,24600,1258,99
71370,Depth,Divape,5,4,2,technical test,Navy,24900,1259,328
71371,Egypt,Realpoint,2,1,8,interview,Intelligence,20900,1260,263
71372,Egypt,Agimba,4,2,9,interview,Navy,11400,1261,119
71373,Depth,Fatz,4,2,9,technical test,Intelligence,21300,1262,280
71374,Syria,Centimia,2,3,3,technical test,Education,10600,1263,103
71375,Depth,Brightbean,5,4,1,knowledge test,Medical,10500,1264,496
71376,Lebanon,Realfire,1,2,3,combat fitness,Artillery,9700,1265,317
71377,Syria,Fatz,3,2,8,knowledge test,Logistics,15100,1266,138
71378,Syria,Brightdog,4,2,6,combat fitness,C4I,4300,1267,223
71379,Gaza,Dabfeed,2,1,8,interview,Armored,9000,1268,114
71380,Gaza,Flashdog,5,3,10,combat fitness,Artillery,16900,1269,203
71381,Egypt,Gabtune,1,4,2,knowledge test,Education,11600,1270,496
71382,Depth,Feedfire,4,4,1,knowledge test,Air,1900,1271,147
71383,Lebanon,Skinder,2,4,6,knowledge test,Infantry,26600,1272,92
71384,Depth,Yambee,4,3,3,interview,Medical,30000,1273,76
71385,Syria,Minyx,5,5,10,combat fitness,Education,3200,1274,17
71386,Syria,Rhynyx,5,2,4,combat fitness,C4I,23800,1275,38
71387,Gaza,Tagopia,5,3,6,knowledge test,Air,28000,1276,500
71388,Gaza,Skimia,5,3,7,knowledge test,Navy,5800,1277,288
71389,Depth,Topicblab,5,3,2,interview,Logistics,24900,1278,265
71390,Jordan,Dabvine,5,3,6,cognitive test,Military Police,12200,1279,199
71391,Lebanon,Innotype,3,3,7,knowledge test,Intelligence,20400,1280,435
71392,Gaza,Tagchat,5,3,10,knowledge test,C4I,14100,1281,192
71393,Lebanon,JumpXS,1,2,3,cognitive test,Education,5700,1282,89
71394,Jordan,Brainverse,3,3,4,technical test,Armored,27800,1283,51
71395,Depth,Divavu,3,1,1,knowledge test,Armored,28200,1284,176
71396,Jordan,Zoomcast,1,2,6,interview,Logistics,6800,1285,398
71397,Egypt,Dabvine,1,5,10,cognitive test,C4I,17700,1286,270
71398,Iran,Lazz,5,3,10,cognitive test,Education,23700,1287,207
71399,Jordan,Mynte,3,5,7,knowledge test,Navy,25600,1288,471
71400,Gaza,Thoughtstorm,5,5,2,technical test,Technology and Maintenance,20200,1289,404
71401,Jordan,Topiczoom,3,2,2,combat fitness,Navy,7400,1290,236
71402,Egypt,Tagfeed,3,4,1,technical test,Artillery,28300,1291,359
71403,Syria,Digitube,4,1,6,cognitive test,Technology and Maintenance,23600,1292,323
71404,Lebanon,Layo,1,5,1,technical test,Intelligence,27500,1293,296
71405,Gaza,Riffwire,3,5,7,knowledge test,Armored,25000,1294,219
71406,West Bank,Vidoo,5,3,7,interview,Education,17500,1295,460
71407,Depth,Yodoo,5,4,6,technical test,C4I,3000,1296,127
71408,Gaza,Fadeo,2,5,6,knowledge test,Intelligence,6100,1297,43
71409,Egypt,Zoomzone,1,5,8,technical test,Medical,15900,1298,128
71410,Jordan,Rhynoodle,3,5,1,combat fitness,C4I,26600,1299,463
71411,Syria,Babbleblab,3,4,6,cognitive test,Infantry,27600,1300,293
71412,Jordan,Nlounge,5,3,10,cognitive test,Logistics,13100,1301,55
71413,Gaza,Jetwire,3,5,2,combat fitness,Artillery,5100,1302,1
71414,Egypt,Tagcat,3,4,9,cognitive test,Education,22600,1303,195
71415,Gaza,Quaxo,2,1,8,technical test,Logistics,1100,1304,290
71416,Syria,Yodo,1,4,10,technical test,Technology and Maintenance,16600,1305,4
71417,Jordan,Quimm,2,3,3,combat fitness,Navy,24200,1306,297
71418,Depth,Skinte,2,5,4,knowledge test,Military Police,13000,1307,70
71419,Jordan,Fanoodle,5,1,7,combat fitness,Artillery,29400,1308,302
71420,Jordan,Kwimbee,5,3,9,knowledge test,Infantry,2500,1309,330
71421,Depth,Jabbersphere,4,5,5,cognitive test,Medical,8800,1310,277
71422,Iran,Zooxo,2,4,5,knowledge test,Education,100,1311,144
71423,Depth,Pixope,3,5,1,interview,Education,26500,1312,476
71424,Jordan,Skyvu,1,1,6,interview,Infantry,13700,1313,247
71425,Syria,BlogXS,1,4,3,technical test,C4I,3000,1314,211
71426,Depth,Yodo,5,2,3,cognitive test,Air,8000,1315,212
71427,Egypt,Avavee,2,4,2,knowledge test,C4I,29100,1316,183
71428,Depth,Eare,4,1,8,technical test,Armored,4900,1317,302
71429,Egypt,Voonix,1,2,7,cognitive test,Medical,18900,1318,140
71430,Lebanon,Jabbersphere,3,3,6,technical test,Education,15600,1319,143
71431,Iran,Mydo,5,2,5,technical test,Logistics,10600,1320,61
71432,Egypt,Dynabox,3,1,8,knowledge test,Education,27900,1321,497
71433,Iran,Mycat,3,2,5,combat fitness,Air,2000,1322,185
71434,Lebanon,Leenti,2,4,4,technical test,Intelligence,15300,1323,474
71435,Gaza,Katz,4,1,2,combat fitness,Artillery,19200,1324,140
71436,Gaza,Shufflester,5,2,10,cognitive test,Armored,21700,1325,272
71437,Iran,Eadel,2,2,6,interview,Technology and Maintenance,3200,1326,352
71438,West Bank,Tambee,4,1,7,technical test,Intelligence,12600,1327,433
71439,Egypt,Yabox,3,3,10,knowledge test,Medical,4700,1328,131
71440,Jordan,Flipopia,4,4,2,cognitive test,Infantry,7100,1329,116
71441,Jordan,Photobug,3,4,10,interview,C4I,11800,1330,226
71442,Lebanon,Voolia,5,4,9,knowledge test,Armored,24500,1331,26
71443,Gaza,Buzzbean,4,1,6,technical test,C4I,13400,1332,140
71444,Egypt,Yoveo,3,3,2,interview,Medical,10900,1333,339
71445,Egypt,Babblestorm,2,2,1,combat fitness,Medical,6300,1334,115
71446,Gaza,Jaxworks,3,5,5,interview,Intelligence,11300,1335,318
71447,Depth,Realcube,2,2,2,combat fitness,Armored,14100,1336,38
71448,West Bank,Myworks,4,1,5,cognitive test,Logistics,20900,1337,135
71449,Gaza,Tazz,2,4,1,knowledge test,C4I,26800,1338,29
71450,Egypt,Trilith,3,4,4,knowledge test,Armored,25500,1339,308
71451,Jordan,Tazz,2,5,1,combat fitness,Logistics,24000,1340,287
71452,Depth,Topdrive,5,2,3,technical test,Armored,23800,1341,124
71453,Syria,Kayveo,5,1,4,knowledge test,Intelligence,22400,1342,163
71454,Syria,Youopia,5,5,8,technical test,Intelligence,28200,1343,225
71455,Syria,Leexo,3,4,1,technical test,Armored,6600,1344,123
71456,Jordan,Zoomcast,2,5,2,combat fitness,C4I,18800,1345,495
71457,Gaza,Omba,2,1,3,knowledge test,Navy,5200,1346,282
71458,Gaza,Flashspan,3,2,5,combat fitness,C4I,8700,1347,497
71459,Iran,Dabtype,2,3,4,technical test,Infantry,22700,1348,348
71460,Syria,Browsezoom,5,3,7,combat fitness,Armored,21200,1349,199
71461,West Bank,Voolith,2,1,1,technical test,Infantry,9800,1350,39
71462,Depth,Devify,3,3,7,knowledge test,C4I,27000,1351,156
71463,Gaza,Tekfly,3,2,2,cognitive test,Air,12600,1352,365
71464,Jordan,Twimbo,2,4,2,knowledge test,Intelligence,7900,1353,465
71465,West Bank,Skaboo,1,5,2,technical test,Artillery,20900,1354,25
71466,Iran,Thoughtstorm,3,3,6,cognitive test,Navy,100,1355,165
71467,Lebanon,Flipbug,4,2,8,technical test,Technology and Maintenance,21500,1356,301
71468,Egypt,Jatri,2,3,1,interview,Technology and Maintenance,2800,1357,273
71469,West Bank,Twimm,2,1,10,interview,Navy,12200,1358,481
71470,West Bank,Topdrive,1,1,10,combat fitness,Education,21400,1359,303
71471,Gaza,Realfire,4,4,9,technical test,Artillery,29300,1360,280
71472,Jordan,Viva,1,5,6,cognitive test,Education,13300,1361,490
71473,Depth,Agimba,1,4,2,combat fitness,Intelligence,15800,1362,155
71474,Iran,Quimba,5,5,6,knowledge test,Technology and Maintenance,800,1363,272
71475,Syria,Aimbo,1,3,2,combat fitness,Armored,15100,1364,276
71476,Iran,Jaxbean,5,3,7,combat fitness,Navy,29200,1365,475
71477,Depth,Photolist,4,4,6,combat fitness,Navy,29200,1366,435
71478,Egypt,Voolith,4,5,8,interview,Air,28100,1367,370
71479,West Bank,Gigabox,5,2,10,interview,Military Police,26600,1368,203
71480,Syria,Kwilith,3,4,10,cognitive test,Logistics,19900,1369,339
71481,Syria,Kwimbee,2,3,4,cognitive test,Artillery,27400,1370,456
71482,Jordan,Yombu,1,4,1,knowledge test,Logistics,10000,1371,354
71483,Egypt,Photospace,4,3,10,cognitive test,Infantry,18000,1372,52
71484,Gaza,Digitube,2,1,4,cognitive test,Medical,16800,1373,487
71485,Jordan,Feedfish,1,3,3,combat fitness,Medical,21100,1374,485
